processed_text,label
countries phase allocation builds population would cover atrisk groups dont protect highest risk people everywhere amp time cant stabilise health systems amp rebuild globeshowingEuropeAfrica economyUSER,real
andhra pradesh chief minister ys jagan reddy claimed paracetamol medication coronavirus,fake
researchers developed drug cure covid days,fake
president donald trump announced vaccine roche diagnostics,fake
text lithuanian excerpted letter claims measures genocide pandemic isnt real,fake
neighborhood signs asking medical staff go home stay elsewhere spain,fake
rt USER nearly lakh tests conducted single day highest testsday far secretary USER,real
yesterday labs processed tests total number tests completed almost completed last week due high levels testing delays hours processing tests,real
USER cause dont get tested wont cases dont remember sir donald stating dimsighted cdc also probably injected lysol vaccines immune disease maybe theyre lucky might become mutated,fake
says kitchen worker viral video potentially spreading coronavirus blowing food containers,fake
video clip shows doctor couple died treating covid patients,fake
USER USER youre onto us robert yes get last holdout states start reporting negatives foia historical data well complete data set hope,real
today states reported deaths fewest since march day average deaths per day URL,real
bill gates helped fund patent coronavirus,fake
states reporting current hospitalized patients states reporting cumulative hospitalizations numbers alike poses considerable challenge tracking important data,real
daily update published mondays day weekend lag shows acutely states reported k tests k cases deaths last monday URL,real
USER lied since day pleuro pneumonia many thats also flu turn amp kills ya im done shit took simple virus amp turned pandemic shut world change fiber optics lines amp spying watch snowden movie,fake
USER investigation everyone agrees trump loser lied seriousness covid plague refused test americans pushed bleach chloroquine americans anyone else would prison murder first degree negligence URL,fake
florida reported astounding k cases today state ever reported many infections worth remembering tests available april suppressed new yorks confirmed cases florida started reporting current hospitalizations week URL,real
photo several people lying ground middle street allegedly china,fake
twitter facebook claim one indias richest people azim premji donated inr crore covid relief,fake
